AC_NO,AC_NAME,PHASE,CAND_SL_NO,CAND_NAME,CAND_SEX,CAND_AGE,CAND_CATEGORY,PARTYABBRE,PARTYNAME,SYMBOL_DES
47,Uppal,1,11,K.AVINASH,M,29,GEN,IND,Independent,Gas Stove
47,Uppal,1,12,KARRI VENKOJI RAO,M,51,GEN,IND,Independent,Kite
47,Uppal,1,13,GADDA YUGENDER,M,28,SC,IND,Independent,Candles
47,Uppal,1,14,DR.B.V. CHARY,M,50,GEN,IND,Independent,Road Roller
47,Uppal,1,15,CHANDRA REDDY SALLA,M,62,GEN,IND,Independent,Basket
47,Uppal,1,16,K.THIRUPATHAIAH,M,61,GEN,IND,Independent,Jug
47,Uppal,1,17,K.DAYAKAR REDDY,M,43,GEN,IND,Independent,Diesel Pump
47,Uppal,1,18,POOSA BALAKISHAN BESTHA,M,35,GEN,IND,Independent,Gas Cylinder
47,Uppal,1,19,MAHESH JETTA,M,33,GEN,IND,Independent,Bat
47,Uppal,1,20,V.S.VINOD KUMAR,M,44,GEN,IND,Independent,Almirah
48,Ibrahimpatnam,1,1,POREDDY NARSIMHA REDDY,M,54,GEN,BJP,Bharatiya Janata Party,Lotus
48,Ibrahimpatnam,1,2,MANCHIREDDY KISHAN REDDY,M,56,GEN,TDP,Telugu Desam,Bicycle
48,Ibrahimpatnam,1,3,MALREDDY RANGA REDDY,M,53,GEN,INC,Indian National Congress,Hand
48,Ibrahimpatnam,1,4,MEDIPALLY MAHESH,M,36,SC,BSP,Bahujan Samaj Party,Elephant
48,Ibrahimpatnam,1,5,T. DEVENDER GOUD,M,56,GEN,PRP,Praja Rajyam Party,Railway Engine
48,Ibrahimpatnam,1,6,PILLIKANDLA JANGAIAH,M,33,SC,BSP(AP),Bahujan Samaj Party(Ambedkar-Phule),Kite
48,Ibrahimpatnam,1,7,MUTHYALA RAJA SHAKER RAO,M,35,GEN,LSP,Lok Satta Party,Whistle
48,Ibrahimpatnam,1,8,YERPULA SAMAIAH,M,41,GEN,IND,Independent,Gas Cylinder
48,Ibrahimpatnam,1,9,ONTEUDDU NARENDAR VAMSHARAJ,M,34,GEN,IND,Independent,Television
48,Ibrahimpatnam,1,10,JAKKA SATHI REDDY,M,38,GEN,IND,Independent,Almirah
48,Ibrahimpatnam,1,11,K. RAVINDER REDDY,M,43,GEN,IND,Independent,Cup & Saucer
49,Lal Bahadur Nagar,1,1,AKULA RAMESH GOUD,M,49,GEN,BJP,Bharatiya Janata Party,Lotus
49,Lal Bahadur Nagar,1,2,S V KRISHNA PRASAD,M,47,GEN,TDP,Telugu Desam,Bicycle
49,Lal Bahadur Nagar,1,3,A YADAIAH,M,46,SC,BSP,Bahujan Samaj Party,Elephant
49,Lal Bahadur Nagar,1,4,SUDHEER REDDY DEVIREDDY,M,46,GEN,INC,Indian National Congress,Hand
49,Lal Bahadur Nagar,1,5,ANUGU RAMA RAO,M,48,GEN,LSP,Lok Satta Party,Whistle
49,Lal Bahadur Nagar,1,6,DHYANAMAINA SRI RAMULU,M,40,SC,PPOI,Pyramid Party of India,Television
49,Lal Bahadur Nagar,1,7,M. PAPAIAH,M,37,SC,TPPP,Trilinga Praja Pragati Party,Scissors
49,Lal Bahadur Nagar,1,8,SANDIRI TARA BHAI,F,49,GEN,DABAP,Dalita Bahujana Party,Ring
49,Lal Bahadur Nagar,1,9,"SAMA RANGA REDDY,",M,49,GEN,PRP,Praja Rajyam Party,Railway Engine
49,Lal Bahadur Nagar,1,10,ALLAMPALLI PADMAVATHI,F,44,GEN,IND,Independent,Pressure Cooker
49,Lal Bahadur Nagar,1,11,R.DASU REDDY,M,43,GEN,IND,Independent,Coconut
49,Lal Bahadur Nagar,1,12,PARAMESH GADDAGUNTI,M,32,GEN,IND,Independent,Banana
49,Lal Bahadur Nagar,1,13,B P. MADHUSUDHAN,M,36,SC,IND,Independent,Camera
49,Lal Bahadur Nagar,1,14,MOHAMMED MOHINUDDIN,M,41,GEN,IND,Independent,Bread
49,Lal Bahadur Nagar,1,15,S RAMESH GOUD,M,39,GEN,IND,Independent,Gas Stove
49,Lal Bahadur Nagar,1,16,B. RAVINDER YADAV,M,42,GEN,IND,Independent,Road Roller
49,Lal Bahadur Nagar,1,17,G RAJENDHAR,M,25,GEN,IND,Independent,Candles
49,Lal Bahadur Nagar,1,18,VEMULA JAIPAL REDDY,M,38,GEN,IND,Independent,Carrot
49,Lal Bahadur Nagar,1,19,K.SRINIVAS REDDY,M,26,GEN,IND,Independent,Kite
49,Lal Bahadur Nagar,1,20,P.SUDHAKAR REDDY,M,26,GEN,IND,Independent,Gas Cylinder
50,MAHESWARAM,1,1,KATIKELA SRIHARI,M,38,GEN,BSP,Bahujan Samaj Party,Elephant
50,MAHESWARAM,1,2,KALLEM BAL REDDY,M,53,GEN,BJP,Bharatiya Janata Party,Lotus
50,MAHESWARAM,1,3,T.KRISHNA REDDY,M,60,GEN,TDP,Telugu Desam,Bicycle
50,MAHESWARAM,1,4,PATLOLLA SABITHA,F,60,GEN,INC,Indian National Congress,Hand
50,MAHESWARAM,1,5,K.PRABHAKAR REDDY,M,49,GEN,TRS,Telangana Rashtra Samithi,Car
50,MAHESWARAM,1,6,IBRAM SHEKAR,M,38,SC,TPPP,Trilinga Praja Pragati Party,Kite
50,MAHESWARAM,1,7,K.JANGAIAH YADAV,M,32,GEN,LSP,Lok Satta Party,Whistle
50,MAHESWARAM,1,8,DESHAM NARSIMHA REDDY,M,58,GEN,APNPP,Andhra Pradesh Navodaya Praja Party,Gas Cylinder
50,MAHESWARAM,1,9,YERRAGONDA RAMA REDDY,M,49,GEN,PPOI,Pyramid Party of India,Television
50,MAHESWARAM,1,10,A.VENKAT NARAYANA REDDY,M,54,GEN,PRP,Praja Rajyam Party,Railway Engine
50,MAHESWARAM,1,11,AKKI MAHESH GOUD,M,33,GEN,IND,Independent,Harmonium
50,MAHESWARAM,1,12,ABDUL GHANI,M,46,GEN,IND,Independent,Gas Stove
50,MAHESWARAM,1,13,OGGU MALLAIAH,M,33,GEN,IND,Independent,Banana
50,MAHESWARAM,1,14,M.M.JAHANGIR ALI,M,68,GEN,IND,Independent,Balloon
50,MAHESWARAM,1,15,JEJALA JANGAIAH,M,36,GEN,IND,Independent,Comb
50,MAHESWARAM,1,16,MUPPIDI BALRAJ GOUD,M,43,GEN,IND,Independent,Almirah
50,MAHESWARAM,1,17,SHIVAGALLA RAM DAS,M,30,SC,IND,Independent,Bat
50,MAHESWARAM,1,18,SHAIK AHMED,M,56,GEN,IND,Independent,Ceiling Fan
51,Rajendranagar,1,1,GOURAVAGARI DHANUNJAN,M,30,GEN,BSP,Bahujan Samaj Party,Elephant
51,Rajendranagar,1,2,GNANESHWAR,M,50,GEN,INC,Indian National Congress,Hand
51,Rajendranagar,1,3,PATHANGI RAJBHOOPAL GOUD,M,38,GEN,BJP,Bharatiya Janata Party,Lotus
51,Rajendranagar,1,4,T.PRAKASH GOUD,M,48,GEN,TDP,Telugu Desam,Bicycle
51,Rajendranagar,1,5,YENUGU MURALIDHAR REDDY,M,49,GEN,AIMIM,All India Majlis-E-Ittehadul Muslimeen,Bat
51,Rajendranagar,1,6,THAKUR SUJITH SINGH,M,32,GEN,PRSHP,Praja Shanthi Party,Gas Cylinder
51,Rajendranagar,1,7,DYTA SRIRAMA MURTHY,M,53,GEN,PPOI,Pyramid Party of India,Television
51,Rajendranagar,1,8,PEDDAGANDU MADHUSUDHAN,M,29,GEN,UWF,United Women Front,Nagara
51,Rajendranagar,1,9,RAJ KUMAR,M,38,SC,TPPP,Trilinga Praja Pragati Party,Scissors
51,Rajendranagar,1,10,SYED FATHA ULLAH HUSSAIN,M,43,GEN,SP,Samajwadi Party,Kite
51,Rajendranagar,1,11,SAMA RAJPAL REDDY,M,35,GEN,PRP,Praja Rajyam Party,Railway Engine
51,Rajendranagar,1,12,S SOLKAR REDDY,M,27,GEN,LSP,Lok Satta Party,Whistle
51,Rajendranagar,1,13,ANUMULA JANGAIAH,M,40,SC,IND,Independent,Almirah
51,Rajendranagar,1,14,KURSHEED BEGUM,F,61,GEN,IND,Independent,Pressure Cooker
51,Rajendranagar,1,15,GURRAMPALLY SHAMAL RAJ,M,51,SC,IND,Independent,Letter Box
51,Rajendranagar,1,16,DARGA SWAMY DAS,M,32,SC,IND,Independent,Banana
51,Rajendranagar,1,17,POREDDY SUDHAKAR REDDY,M,36,GEN,IND,Independent,Candles
51,Rajendranagar,1,18,FASIUDDIN,M,41,GEN,IND,Independent,Cup & Saucer
51,Rajendranagar,1,19,MD.OMER ALI ARSHAD SHARFI,M,46,GEN,IND,Independent,Ceiling Fan
51,Rajendranagar,1,20,MIR ASIF ALI,M,40,GEN,IND,Independent,Balloon
51,Rajendranagar,1,21,B.VENKATESH,M,27,GEN,IND,Independent,Hat
52,Serilingampally,1,1,ABDUL MUJEEB ZAKIR,M,32,GEN,BSP,Bahujan Samaj Party,Elephant
52,Serilingampally,1,2,BIKSHAPATHI YADAV,M,59,GEN,INC,Indian National Congress,Hand
52,Serilingampally,1,3,M.BHEEM RAO,M,59,GEN,BJP,Bharatiya Janata Party,Lotus
52,Serilingampally,1,4,MOVVA SATYANARAYANA,M,46,GEN,TDP,Telugu Desam,Bicycle
52,Serilingampally,1,5,KATARI SRINIVAS RAO,M,39,GEN,LSP,Lok Satta Party,Whistle
52,Serilingampally,1,6,KONDA REDDY.N,M,29,GEN,PPOI,Pyramid Party of India,Television
52,Serilingampally,1,7,BANDI RAMESH,M,45,GEN,PRP,Praja Rajyam Party,Railway Engine
52,Serilingampally,1,8,M.VENKAT REDDY,M,57,GEN,MCPI(S),Marxist Communist Party of India (S.S. Srivastava),Gas Cylinder
52,Serilingampally,1,9,MD.FARWAZ SIDDIQUI,M,33,GEN,SP,Samajwadi Party,Kite
52,Serilingampally,1,10,THANIKONDA DAMODHAR RAO,M,37,SC,IND,Independent,Diesel Pump
52,Serilingampally,1,11,MOGADARI SRINIVAS RAO,M,48,GEN,IND,Independent,Electric Pole
52,Serilingampally,1,12,S.MOHAN,M,45,SC,IND,Independent,Nagara
52,Serilingampally,1,13,P.VIJAYA,F,30,GEN,IND,Independent,Coconut
52,Serilingampally,1,14,V.SRINIVAS RAO,M,41,GEN,IND,Independent,Balloon
52,Serilingampally,1,15,SD.KAJAM HUSEN,M,45,GEN,IND,Independent,Battery Torch
52,Serilingampally,1,16,SYED HASMADHULLHA QUADRI,M,40,GEN,IND,Independent,Sewing Machine
52,Serilingampally,1,17,M.SAMBASHIVA PRASAD,M,38,GEN,IND,Independent,Almirah
52,Serilingampally,1,18,P.SEETHAPATHI,M,35,GEN,IND,Independent,Road Roller
53,Chevella,1,1,KANJARLA PRAKASH,M,46,SC,BJP,Bharatiya Janata Party,Lotus
53,Chevella,1,2,KALE YADAIAH,M,48,SC,INC,Indian National Congress,Hand
53,Chevella,1,3,BAPANA PALLY RAMASWAMY,M,47,SC,BSP,Bahujan Samaj Party,Elephant
53,Chevella,1,4,K.S.RATNAM,M,51,SC,TDP,Telugu Desam,Bicycle
53,Chevella,1,5,GAJULAGUDEM CHANDU,M,34,SC,LSP,Lok Satta Party,Whistle
53,Chevella,1,6,GIRIGALLA MANIKYAM,M,39,SC,GRIP,Great India Party,Television
53,Chevella,1,7,DR.BALU.S,M,55,SC,PRP,Praja Rajyam Party,Railway Engine
53,Chevella,1,8,JOGU VANKATAIAH,M,42,SC,IND,Independent,Banana
53,Chevella,1,9,TUDUMU PANDU,M,25,SC,IND,Independent,Coconut
53,Chevella,1,10,BAINDLA SAMAIAH,M,56,SC,IND,Independent,Gas Cylinder
54,Pargi,1,1,KAMATAM RAMREDDY,M,65,GEN,INC,Indian National Congress,Hand
54,Pargi,1,2,KARANAM PRAHLAD RAO,M,51,GEN,BJP,Bharatiya Janata Party,Lotus
54,Pargi,1,3,KOPULA HARSIHWAR REDDY,M,62,GEN,TDP,Telugu Desam,Bicycle
54,Pargi,1,4,KOLLA RAMESH,M,31,SC,BSP,Bahujan Samaj Party,Elephant
54,Pargi,1,5,K. SATYANARAYANA REDDY,M,32,GEN,LSP,Lok Satta Party,Whistle
54,Pargi,1,6,MD.OSMAN,M,42,GEN,IND,Independent,Gas Cylinder
54,Pargi,1,7,N.KISHAN NAYAK,M,49,ST,IND,Independent,Television
54,Pargi,1,8,NENAVATH HANIMIYA,M,38,ST,IND,Independent,Almirah
54,Pargi,1,9,PANDUGALA NARSIMHULU GOUD,M,52,GEN,IND,Independent,Cup & Saucer
54,Pargi,1,10,MUDAVATH RAMULU NAYAK,M,38,ST,IND,Independent,Nagara
54,Pargi,1,11,T.RAM MOHAN REDDY,M,44,GEN,IND,Independent,Kite
54,Pargi,1,12,VUDHITYALA VASANTH KUMAR,M,36,GEN,IND,Independent,Road Roller
55,VICARABAD,1,1,SERI NARSING RAO,M,39,SC,BJP,Bharatiya Janata Party,Lotus
55,VICARABAD,1,2,B.KRISHNA,M,33,SC,SHS,Shivsena,Coconut
55,VICARABAD,1,3,THIMMAMOLLA VENKATESH,M,33,SC,LSP,Lok Satta Party,Whistle
55,VICARABAD,1,4,P.MADHUKAR,M,28,SC,PRSHP,Praja Shanthi Party,Bat
55,VICARABAD,1,5,VANAM NARASIMHA MADIGA,M,39,SC,TPPP,Trilinga Praja Pragati Party,Ceiling Fan
55,VICARABAD,1,6,K.SATYANARAYANA,M,62,SC,MANP,Mana Party,Television
55,VICARABAD,1,7,A.CHANDRA SHEKAR,M,49,SC,TRS,Telangana Rashtra Samithi,Car
55,VICARABAD,1,8,G.PRASAD KUMAR,M,39,SC,INC,Indian National Congress,Hand
55,VICARABAD,1,9,MAHAVEER BANDEIAH,M,40,SC,BSP,Bahujan Samaj Party,Elephant
55,VICARABAD,1,10,B.PUSHPARAJ,M,37,SC,IND,Independent,Battery Torch
55,VICARABAD,1,11,MADIKATTU RAMASWAMY,M,51,SC,IND,Independent,Banana
55,VICARABAD,1,12,HANMANTHU,M,40,SC,IND,Independent,Ring
56,Tandur,1,1,TALLAPALLY BALESHWAR GUPTA,M,45,GEN,BJP,Bharatiya Janata Party,Lotus
56,Tandur,1,2,MALKUD RAMESH,M,55,GEN,INC,Indian National Congress,Hand
56,Tandur,1,3,P.MAHENDER REDDY,M,45,GEN,TDP,Telugu Desam,Bicycle
56,Tandur,1,4,SHANAPPA,M,34,SC,BSP,Bahujan Samaj Party,Elephant
56,Tandur,1,5,V.ANJNEYULU,M,56,GEN,PRP,Praja Rajyam Party,Railway Engine
56,Tandur,1,6,ROHIT REDDY,M,26,GEN,MANP,Mana Party,Ceiling Fan
56,Tandur,1,7,K.VENKATESHAM,M,32,GEN,LSP,Lok Satta Party,Whistle
56,Tandur,1,8,K.ANAND,M,40,ST,IND,Independent,Table Lamp
56,Tandur,1,9,KOTLA.MAHIPAL REDDY,M,50,GEN,IND,Independent,Bread
56,Tandur,1,10,GURRAPU RAMESH,M,43,GEN,IND,Independent,Gas Cylinder
56,Tandur,1,11,MOHD MAZHAR HUSSAIN,M,47,GEN,IND,Independent,Kite
56,Tandur,1,12,P.MAANYA NAIK,M,32,ST,IND,Independent,Nagara
56,Tandur,1,13,VITTAL REDDY,M,48,GEN,IND,Independent,Slate
56,Tandur,1,14,SRI GOPAL,M,30,SC,IND,Independent,Road Roller
56,Tandur,1,15,SYED MUJEEB HUSSAINI,M,44,GEN,IND,Independent,Television
56,Tandur,1,16,SIRIGIRIPET BALAPPA,M,76,GEN,IND,Independent,Camera
57,Musheerabad,1,1,NAYINI NARSIMHA REDDY,M,68,GEN,TRS,Telangana Rashtra Samithi,Car
57,Musheerabad,1,2,T. MANEMMA,F,65,GEN,INC,Indian National Congress,Hand
57,Musheerabad,1,3,DR. K. LAXMAN,M,50,GEN,BJP,Bharatiya Janata Party,Lotus
57,Musheerabad,1,4,M. SRINIVASULU,M,40,GEN,BSP,Bahujan Samaj Party,Elephant
57,Musheerabad,1,5,P.V. ASHOK KUMAR,M,51,GEN,PRP,Praja Rajyam Party,Railway Engine
57,Musheerabad,1,6,PONNAPATI LINGANNA,M,40,SC,BSP(AP),Bahujan Samaj Party(Ambedkar-Phule),Almirah
57,Musheerabad,1,7,FAREEDA KHANAM,F,38,GEN,ANC,Ambedkar National Congress,Kite
57,Musheerabad,1,8,M. NARENDER,M,41,GEN,PPOI,Pyramid Party of India,Television
57,Musheerabad,1,9,BALUGULA RAMESH KUMAR MADIGA,M,40,SC,TPPP,Trilinga Praja Pragati Party,Scissors
57,Musheerabad,1,10,RAMULU JUPELLI,M,34,GEN,RSPI,Revolutionary Socialist Party of India(Marxist),Spade & Stoker
57,Musheerabad,1,11,P. ROHIT KUMAR,M,35,GEN,LSP,Lok Satta Party,Whistle
57,Musheerabad,1,12,KOLLA SUDHANKAR,M,38,GEN,IND,Independent,Road Roller
57,Musheerabad,1,13,M.A. GAFFAR,M,57,GEN,IND,Independent,Gas Cylinder
57,Musheerabad,1,14,CH. DURGESH NANDAN GOUD,M,40,GEN,IND,Independent,Coconut
57,Musheerabad,1,15,BODDUPALLY SRINIVAS,M,44,GEN,IND,Independent,Glass Tumbler
57,Musheerabad,1,16,MOHAMMED KAMALUDDIN,M,47,GEN,IND,Independent,Hat
57,Musheerabad,1,17,T. RAVINDER,M,45,GEN,IND,Independent,Diesel Pump
57,Musheerabad,1,18,CH. SUNIL SOLOMON RAJ,M,36,GEN,IND,Independent,Ring
57,Musheerabad,1,19,S. SURENDER,M,42,SC,IND,Independent,Basket
57,Musheerabad,1,20,R. SRIRAMACHANDRA MURTHY,M,64,GEN,IND,Independent,Banana
58,Malakpet,1,1,G. R. KARUNAKAR,M,57,GEN,BJP,Bharatiya Janata Party,Lotus
58,Malakpet,1,2,KOLUGURI VASANTHA,M,59,GEN,BSP,Bahujan Samaj Party,Elephant
58,Malakpet,1,3,MD. MUZAFFAR ALI KHAN,M,43,GEN,TDP,Telugu Desam,Bicycle
58,Malakpet,1,4,M. VIJAYA SIMHA REDDY,M,41,GEN,INC,Indian National Congress,Hand
58,Malakpet,1,5,AHMED BIN ABDULLAH BALALA,M,41,GEN,AIMIM,All India Majlis-E-Ittehadul Muslimeen,Kite
58,Malakpet,1,6,TIRUNAGARI SRINIVAS RAO,M,58,GEN,PPOI,Pyramid Party of India,Television
58,Malakpet,1,7,M. PANDU RANGA RAO,M,60,GEN,LSP,Lok Satta Party,Whistle
58,Malakpet,1,8,MD. YOUSUF ALI ADIL,M,48,GEN,ANC,Ambedkar National Congress,Road Roller
58,Malakpet,1,9,C.RAJU @ KARATE RAJU,M,42,GEN,PRP,Praja Rajyam Party,Railway Engine
58,Malakpet,1,10,L. ASHOKNATH,M,39,GEN,IND,Independent,Candles
58,Malakpet,1,11,CHANDU PRADEEP,M,32,GEN,IND,Independent,Camera
58,Malakpet,1,12,TABREEZ MAHMOOD KHAN,M,30,GEN,IND,Independent,Almirah
58,Malakpet,1,13,S. RAJ KUMAR,M,34,SC,IND,Independent,Balloon
58,Malakpet,1,14,SYED LATEEFUDDIN,M,42,GEN,IND,Independent,Banana
59,Amberpet,1,1,G. KISHAN REDDY,M,45,GEN,BJP,Bharatiya Janata Party,Lotus
59,Amberpet,1,2,K.JAGADISHWAR,M,49,GEN,TRS,Telangana Rashtra Samithi,Car
59,Amberpet,1,3,DEEPAK KUMAR B.,M,32,SC,BSP,Bahujan Samaj Party,Elephant
59,Amberpet,1,4,MOHD. FAREEDUDDIN,M,52,GEN,INC,Indian National Congress,Hand
59,Amberpet,1,5,ANDHRAPU SUDARSHAN GANGAPUTRA,M,33,GEN,SHS,Shivsena,Bow & Arrow
59,Amberpet,1,6,KRISHNA YADAV C.,M,49,GEN,SP,Samajwadi Party,Candles
59,Amberpet,1,7,GULAM SAZEED KHAN,M,25,GEN,SJP(R),Samajwadi Janata Party (Rashtriya),Battery Torch
59,Amberpet,1,8,P.NAGARAJU,M,35,SC,BSP(AP),Bahujan Samaj Party(Ambedkar-Phule),Kite
59,Amberpet,1,9,MAKAM NIRMALA DEVI,F,50,GEN,PPOI,Pyramid Party of India,Television
59,Amberpet,1,10,C. VINOD YADAV,M,32,GEN,LSP,Lok Satta Party,Whistle
59,Amberpet,1,11,G.SRINIVAS GOUD,M,45,GEN,PRP,Praja Rajyam Party,Railway Engine
59,Amberpet,1,12,KURAPATI SRINIVAS RAJU,M,44,GEN,IND,Independent,Diesel Pump
59,Amberpet,1,13,JANAGAM RAJ KUMAR,M,32,GEN,IND,Independent,Ceiling Fan
59,Amberpet,1,14,TEEGA SATYA NARAYANA MUDIRAJ,M,35,GEN,IND,Independent,Bat
59,Amberpet,1,15,DHATRAKU CHANDULAL PATEL,M,36,GEN,IND,Independent,Ring
59,Amberpet,1,16,SYED FAIYAZ,M,36,GEN,IND,Independent,Sewing Machine
60,Khairatabad,1,1,K.KASHIRAM,M,52,SC,BSP,Bahujan Samaj Party,Elephant
60,Khairatabad,1,2,CHINTALA RAMA CHANDRA REDDY,M,54,GEN,BJP,Bharatiya Janata Party,Lotus
60,Khairatabad,1,3,DANAM NAGENDER,M,47,GEN,INC,Indian National Congress,Hand
60,Khairatabad,1,4,K. VIJAYA RAMA RAO,M,71,GEN,TDP,Telugu Desam,Bicycle
60,Khairatabad,1,5,ATLURI SUBHASHINI,F,38,GEN,LSP,Lok Satta Party,Whistle
60,Khairatabad,1,6,NAVVADA VIJAYENDRA,M,39,GEN,PRP,Praja Rajyam Party,Railway Engine
60,Khairatabad,1,7,C. MURALI,M,43,GEN,PPOI,Pyramid Party of India,Television
60,Khairatabad,1,8,SAYED ABDUL MUQTADIR,M,31,GEN,ANC,Ambedkar National Congress,Kite
60,Khairatabad,1,9,S. KUMARAIAH,M,30,GEN,IND,Independent,Candles
60,Khairatabad,1,10,Y. GOVIND,M,66,SC,IND,Independent,Slate
60,Khairatabad,1,11,S. GOVINDA RAJULU,M,40,GEN,IND,Independent,Ceiling Fan
60,Khairatabad,1,12,PAUL.S.DAVID,M,51,GEN,IND,Independent,Bread
60,Khairatabad,1,13,PALADUGU ANIL KUMAR,M,42,SC,IND,Independent,Camera
60,Khairatabad,1,14,PEDATHALA NARSING RAO,M,46,GEN,IND,Independent,Road Roller
60,Khairatabad,1,15,SHABAD RAMESH,M,37,GEN,IND,Independent,Banana
60,Khairatabad,1,16,C. SUBBA REDDY,M,55,GEN,IND,Independent,Gas Cylinder
61,Jubilee Hills,1,1,C. BALA PRAKASH,M,47,GEN,BJP,Bharatiya Janata Party,Lotus
61,Jubilee Hills,1,2,MOHAMMED SALEEM,M,40,GEN,TDP,Telugu Desam,Bicycle
61,Jubilee Hills,1,3,P. VISHNUVARDHAN REDDY,M,29,GEN,INC,Indian National Congress,Hand
61,Jubilee Hills,1,4,ABDUL BASITH INAYATH,M,29,GEN,MUL,Muslim League Kerala State Committee,Candles
61,Jubilee Hills,1,5,B. PURUSHOTHAM,M,63,SC,RPI(KH),Republican Party of India (Khobragade),Ceiling Fan
61,Jubilee Hills,1,6,G. PRATIBHA RAO,F,57,GEN,LSP,Lok Satta Party,Whistle
61,Jubilee Hills,1,7,ANSARUDDIN MD,M,44,GEN,ANC,Ambedkar National Congress,Kite
61,Jubilee Hills,1,8,HARI KUMAR VALLAPUREDDY,M,36,GEN,PPOI,Pyramid Party of India,Television
61,Jubilee Hills,1,9,HUMAYUN SYED,M,53,GEN,PRP,Praja Rajyam Party,Railway Engine
61,Jubilee Hills,1,10,NISAR AHMED BAIG,M,50,GEN,IND,Independent,Gas Cylinder
61,Jubilee Hills,1,11,M. VENKAT RAM,M,44,GEN,IND,Independent,Road Roller
61,Jubilee Hills,1,12,M.S. SATYANARAYANA,M,56,SC,IND,Independent,Camera
61,Jubilee Hills,1,13,SYED NIZAMUDDIN,M,34,GEN,IND,Independent,Sewing Machine
62,SanathNagar,1,1,T. KRISHNA YADAV,M,35,GEN,BSP,Bahujan Samaj Party,Elephant
62,SanathNagar,1,2,T.PADMA RAO,M,54,GEN,TRS,Telangana Rashtra Samithi,Car
62,SanathNagar,1,3,MARRI SHASHIDHAR REDDY,M,54,GEN,INC,Indian National Congress,Hand
62,SanathNagar,1,4,SHYAM SUNDER GOUD.B,M,53,GEN,BJP,Bharatiya Janata Party,Lotus
62,SanathNagar,1,5,J.KANAKAIAH,M,34,SC,TPPP,Trilinga Praja Pragati Party,Scissors
62,SanathNagar,1,6,G.KUMAR CHOWDARY YADAV,M,50,GEN,RPC(S),Rashtriya Praja Congress (Secular),Bat
62,SanathNagar,1,7,GAJADHAR GAJJAU KOLARIYA,M,39,GEN,SP,Samajwadi Party,Kite
62,SanathNagar,1,8,P.L.MAHENDER,M,54,GEN,PRP,Praja Rajyam Party,Railway Engine
62,SanathNagar,1,9,MUSIPATLA PRADEEP ANIRUDDH,M,29,GEN,PPOI,Pyramid Party of India,Television
62,SanathNagar,1,10,SRIKANTH INAPURAPU,M,30,GEN,LSP,Lok Satta Party,Whistle
62,SanathNagar,1,11,T.BAL REDDY,M,63,GEN,IND,Independent,Nagara
62,SanathNagar,1,12,G.RANGA RAO,M,52,GEN,IND,Independent,Gas Stove
62,SanathNagar,1,13,G.LAKSHMI NARAYANA,M,55,GEN,IND,Independent,Banana
62,SanathNagar,1,14,SATYANARAYANA. M,M,34,GEN,IND,Independent,Coconut
62,SanathNagar,1,15,SYED BISBAUDDIN,M,37,GEN,IND,Independent,Gas Cylinder
63,Nampally,1,1,BANDARI SRINIVAS,M,60,GEN,BJP,Bharatiya Janata Party,Lotus
63,Nampally,1,2,METTU SURYA PRAKASH,M,45,GEN,TRS,Telangana Rashtra Samithi,Car
63,Nampally,1,3,T. VIJAY KUMAR,M,36,SC,BSP,Bahujan Samaj Party,Elephant
63,Nampally,1,4,E. VINOD KUMAR,M,45,GEN,INC,Indian National Congress,Hand
63,Nampally,1,5,MOHD. FEROZ KHAN,M,36,GEN,PRP,Praja Rajyam Party,Railway Engine
63,Nampally,1,6,MOHD. VIRASAT RASOOL KHAN,M,55,GEN,AIMIM,All India Majlis-E-Ittehadul Muslimeen,Kite
63,Nampally,1,7,VANAPALLI VENKATESH,M,33,GEN,PPOI,Pyramid Party of India,Television
63,Nampally,1,8,P. VENKATESHWAR RAO,M,37,GEN,LSP,Lok Satta Party,Whistle
63,Nampally,1,9,SYED SIDDIQ AKBER ALI,M,35,GEN,AJBP,Ajeya Bharat Party,Bat
63,Nampally,1,10,AMMAR SHARIF,M,27,GEN,IND,Independent,Balloon
63,Nampally,1,11,ESSARI SATYANARAYANA,M,41,GEN,IND,Independent,Candles
63,Nampally,1,12,DASARI RAMESH KURMA,M,45,GEN,IND,Independent,Road Roller
63,Nampally,1,13,A. NAGESWAR RAO,M,47,GEN,IND,Independent,Almirah
63,Nampally,1,14,BAJARANGA PRASAD UPADYAY,M,27,GEN,IND,Independent,Gas Cylinder
63,Nampally,1,15,U. BALWANTH RAO,M,38,GEN,IND,Independent,Camera
63,Nampally,1,16,MOHD. YOUSUF,M,30,GEN,IND,Independent,Hat
63,Nampally,1,17,MOHD. SHAFIUDDIN,M,28,GEN,IND,Independent,Battery Torch
63,Nampally,1,18,D. MURALIDHAR,M,53,GEN,IND,Independent,Coconut
63,Nampally,1,19,MERA BABOJI RAO,M,26,GEN,IND,Independent,Bread
63,Nampally,1,20,MOULLIM MOHSIN BIN HUSSAIN AL KASARY,M,33,GEN,IND,Independent,Black Board
63,Nampally,1,21,SYED NAWAZ AHMED,M,49,GEN,IND,Independent,Ring
64,Karwan,1,1,OSMAN BIN MOHAMMED AL HAJRI,M,41,GEN,TDP,Telugu Desam,Bicycle
64,Karwan,1,2,M.KALIDAS,M,60,SC,BSP,Bahujan Samaj Party,Elephant
64,Karwan,1,3,DEVARA KARUNAKAR,M,45,GEN,BJP,Bharatiya Janata Party,Lotus
