ST_CODE,AC_NAME,PHASE,CAND_SL_NO,CAND_NAME,CAND_SEX,CAND_AGE,CAND_CATEGORY,PARTYABBRE,PARTYNAME,SYMBOL_DES
S01,Hindupur,2,6,S MANGESH,M,28,GEN,LSP,Lok Satta Party,Whistle
S01,Hindupur,2,7,H IMAM KHAN,M,54,GEN,IND,Independent,Kite
S01,Hindupur,2,8,S ELIYAZ,M,41,GEN,IND,Independent,Gas Stove
S01,Hindupur,2,9,K THIMAPPA,M,62,GEN,IND,Independent,Road Roller
S01,Hindupur,2,10,B NAVEEN NISCHAL,M,41,GEN,IND,Independent,Coconut
S01,Hindupur,2,11,H BABA KHAN,M,29,GEN,IND,Independent,Harmonium
S01,Hindupur,2,12,K MALLIKARJUNA,M,45,GEN,IND,Independent,Television
S01,Hindupur,2,13,G RAVI BABU,M,37,GEN,IND,Independent,Cup & Saucer
S01,Penukonda,2,1,DONTHI LAKSHMINARAYANA GUPTA,M,45,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Penukonda,2,2,B K PARTHA SARATHI,M,49,GEN,TDP,Telugu Desam,Bicycle
S01,Penukonda,2,3,K T SREEDHAR,M,31,GEN,INC,Indian National Congress,Hand
S01,Penukonda,2,4,G SIDDALAPPA,M,38,GEN,BSP,Bahujan Samaj Party,Elephant
S01,Penukonda,2,5,K RAMESH BABU,M,36,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Penukonda,2,6,A KESAVA REDDY,M,36,GEN,IND,Independent,Ceiling Fan
S01,Penukonda,2,7,K RAMAPPA,M,62,GEN,IND,Independent,Gas Cylinder
S01,Penukonda,2,8,VAVILALA POTHULA SUNITHA,F,42,GEN,IND,Independent,Coconut
S01,Penukonda,2,9,J SREENIVASA REDDY,M,33,GEN,IND,Independent,Hat
S01,Penukonda,2,10,G.SREENIVASULU,M,41,GEN,IND,Independent,Television
S01,Penukonda,2,11,M SREENIVASULU,M,63,GEN,IND,Independent,Candles
S01,Puttaparthi,2,1,KADAPALA MOHAN REDDY,M,61,GEN,INC,Indian National Congress,Hand
S01,Puttaparthi,2,2,PALLE RAGHUNATHA REDDY,M,57,GEN,TDP,Telugu Desam,Bicycle
S01,Puttaparthi,2,3,SADUGULA UTTANNA,M,53,GEN,BSP,Bahujan Samaj Party,Elephant
S01,Puttaparthi,2,4,SOMAGATTA VISHNU VARDHAN REDDY,M,30,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Puttaparthi,2,5,PASUPULETI RAMANA,M,39,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Puttaparthi,2,6,P.B. PHANIDHAR,M,57,GEN,LSP,Lok Satta Party,Whistle
S01,Puttaparthi,2,7,N. MOHAMMAD RAFI,M,40,GEN,BSSP,Bharatiya Sadbhawna Samaj Party,Balloon
S01,Puttaparthi,2,8,HARIJANA PEDDA NARASIMHULU,M,36,SC,TPPP,Trilinga Praja Pragati Party,Almirah
S01,Puttaparthi,2,9,VUNTLA LAKSHMIPATHY REDDY,M,41,GEN,IND,Independent,Cot
S01,Puttaparthi,2,10,YARRAGUNDLA SOMASEKHAR REDDY,M,28,GEN,IND,Independent,Harmonium
S01,Puttaparthi,2,11,VADDI KESANNA,M,59,GEN,IND,Independent,Road Roller
S01,Puttaparthi,2,12,VALASAPALLI UTTAPPA ROYAL,M,34,GEN,IND,Independent,Ceiling Fan
S01,Puttaparthi,2,13,P.SREENATH REDDY,M,32,GEN,IND,Independent,Basket
S01,Puttaparthi,2,14,K.SREENIVASULU,M,38,SC,IND,Independent,Banana
S01,Dharmavaram,2,1,KACHARLA KANCHENNA,M,48,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Dharmavaram,2,2,KETHIREDDI VENKATA RAMI REDDY,M,28,GEN,INC,Indian National Congress,Hand
S01,Dharmavaram,2,3,DEVERAGUDI JAGADEESH,M,49,GEN,CPI,Communist Party of India,Ears of Corn And Sickle
S01,Dharmavaram,2,4,MIDDE RAVINDRA BABU,M,35,SC,BSP,Bahujan Samaj Party,Elephant
S01,Dharmavaram,2,5,DEVARAKONDA RAMAMNULU,M,29,GEN,PPOI,Pyramid Party of India,Television
S01,Dharmavaram,2,6,PAMISETTI NAGARAJU,M,39,GEN,LSP,Lok Satta Party,Whistle
S01,Dharmavaram,2,7,MALAPATI SURYANARAYANA,M,50,GEN,PP,Praja Party,Ring
S01,Dharmavaram,2,8,G SADHASIVA REDDY,M,36,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Dharmavaram,2,9,IMRAN,M,30,GEN,IND,Independent,Black Board
S01,Dharmavaram,2,10,GONUGUNTLA MOHAN NAIDU,M,35,GEN,IND,Independent,Diesel Pump
S01,Dharmavaram,2,11,GONUGUNTLA VENKATA NAIDU,M,31,GEN,IND,Independent,Violin
S01,Dharmavaram,2,12,GANDHAMANENI NARAYANA SWAMY,M,37,GEN,IND,Independent,Scissors
S01,Dharmavaram,2,13,CHINTA PULLAIAH,M,39,GEN,IND,Independent,Almirah
S01,Dharmavaram,2,14,P DEVENDRA REDDY,M,28,GEN,IND,Independent,Hat
S01,Dharmavaram,2,15,NAGU RAVINDRAREDDY,M,43,GEN,IND,Independent,Fork
S01,Dharmavaram,2,16,NEELURU DHANUNJAYA,M,40,GEN,IND,Independent,Lady Purse
S01,Dharmavaram,2,17,MADANA RAMANJINEYULU,M,40,GEN,IND,Independent,Road Roller
S01,Dharmavaram,2,18,VAVILALA POTHULA SUNITHA,F,42,GEN,IND,Independent,Coconut
S01,Dharmavaram,2,19,G SRIRAMA REDDY,M,44,GEN,IND,Independent,Pressure Cooker
S01,Dharmavaram,2,20,SHAIK SHABBER BASHA,M,29,GEN,IND,Independent,Glass Tumbler
S01,Dharmavaram,2,21,Y V SUDHAKARA REDDY,M,48,GEN,IND,Independent,Walking Stick
S01,Dharmavaram,2,22,B SURESH NAIDU,M,30,GEN,IND,Independent,Gas Stove
S01,Dharmavaram,2,23,G SURYANARAYANA,M,31,GEN,IND,Independent,Ceiling Fan
S01,Dharmavaram,2,24,J SURYANARAYANA,M,33,GEN,IND,Independent,Brief Case
S01,Dharmavaram,2,25,G SURYANARAYANA REDDY,M,31,GEN,IND,Independent,Table
S01,Kadiri,2,1,KANDIKUNTA VENKATA PRASAD,M,41,GEN,TDP,Telugu Desam,Bicycle
S01,Kadiri,2,2,BATTALA VENKATARAMANA,M,41,GEN,INC,Indian National Congress,Hand
S01,Kadiri,2,3,B.RAMAMOHANA REDDY,M,37,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Kadiri,2,4,BSP. SREERAMULU,M,30,SC,BSP,Bahujan Samaj Party,Elephant
S01,Kadiri,2,5,AKMAL,M,34,GEN,GRIP,Great India Party,Gas Cylinder
S01,Kadiri,2,6,G. MANSUR BASHA,M,34,GEN,LSP,Lok Satta Party,Whistle
S01,Kadiri,2,7,P.VENKATA SIDDA REDDY,M,41,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Kadiri,2,8,K.AKHIB,M,42,GEN,IND,Independent,Almirah
S01,Kadiri,2,9,S.ZAKIR HUSSIAN,M,42,GEN,IND,Independent,Balloon
S01,Kadiri,2,10,TUMMALA BHASKAR,M,34,GEN,IND,Independent,Basket
S01,Kadiri,2,11,TOTTUKA VENKATARAMANA,M,74,ST,IND,Independent,Banana
S01,Kadiri,2,12,DADEM RAJASEKHAR REDDY,M,35,GEN,IND,Independent,Cup & Saucer
S01,Kadiri,2,13,J. NARAYANASWAMY,M,53,GEN,IND,Independent,Harmonium
S01,Kadiri,2,14,M.N.FAYAZ ALI KHAN,M,35,GEN,IND,Independent,Battery Torch
S01,Kadiri,2,15,M.RAJASEKHARACHARI,M,36,GEN,IND,Independent,Batsman
S01,Kadiri,2,16,T.VENKATARAMANA,M,35,GEN,IND,Independent,Television
